topic,review_text
Delivery Issues,not delivering food on time.most of the times the order receives late.platform fee is high and delivery charges is high
Delivery Issues,"how does zomato not have a proper customer care number to call when you have an issue? all we get is freaking ai telling us the same two sentences over and over again. we had to wait almost 2 hrs to get an order on zomato the other day, and there was nothing we could do cause we can't cancel it without losing all the money and the only point of contact is the robot person telling us 'your order will be picked up shortly'"
Pricing Feedback,it's better good now but wanna more discount on orders if there is 600 bill but the order will take it around 870! just want to add more discount on delivery
Delivery Issues,पहले ठीक था अब इससे घटिया सर्विस किसी की नहीं है. आर्डर कर के 2 घंटे तक ये time ही चेंज करते रहता है. food डिलेवरी के नाम पे सिर्फ समय का बर्बादी करवाता है.
Delivery Issues,it takes 1 hr to zomato to assign a delivery person
Customer Service Feedback,worst customer support.....i sent email regarding my order issue one week back..still i'm not receive the response from customer support....
Pricing Feedback,all is good but price is too high
Payment Feedback,i order from zomato and pay online after 3 minutes i cancel my my order but they don't refund my money 730/- in other cities it may good but in shrirampur dist a .nagar is doing farud with people
General Feedback," excellent service by zomato! really happy with the quick delivery and user-friendly app experience. the food arrived hot and well-packed, and the delivery partner was polite and on time. zomato makes ordering food so convenient and reliable. keep up the great work! "
General Feedback,easily one of the best food delivery apps in india
Customer Service Feedback,bohot bekar company he bhai
Pricing Feedback,"my product value is 579, and on that i am paying 224 is other charges like gst, package charges and delivery charges. you guys are really making fools of customers. very disappointed with zomato."
Delivery Issues,last experience -4 pickle pouch required with 4 paneer kulcha instead of 1 pouch
Pricing Feedback,"prices keep on increasing, trying to loot both the vendor and consumer but quality depends on the place you are ordering from. but good for the time when you can't eat anything else"
