topic,review_text
App Performance,worst app please don't use this worst app they don't have a proper chat box if you want to click a photo they won't allow cam
Delivery Quality,"good app, proper delivery and carry bag"
Delivery Issues,100 metre away from our house still delays every time
General Feedback,convenient and easy to order
General Feedback,"this is a wonderful app it is all you need app you can order food according to your mood, vibe ."
Delivery Issues,you show 8 min but deliver in 4 min that's awesome      i am happy to see blinkit in my state
Food Quality,2 nos eggs are completely broken.
App Performance,i love blinkit especially in emergencies like cooking items and grocery everything is fresh and good  but sometime i noticed sometime blinkit is not working but blinkit is good 
Payment Issues,i have ordered 3 items. got only 2 but they have taken full payment for the 3 items.
Delivery Issues,amazing delivery only 15 mints i like that
General Feedback,excellent experience first order on blinkit
Delivery Issues,very fast delivery service good job
Pricing Feedback,after the item order it will reflect more cost. no proper clarification about this. i think it is something extra charges collecting making fool to customers. better to avoid this. if want to become good service provider as per the given rate need to provide.
General Feedback,very good service and app interface
Food Quality,very bad experience they delivered 3 days expired paneer .
General Feedback,thanks for bringing it to our town
Service Requests,blinkit it's a humble request from me as an indian and a school student i really want blinkit or bigbasket application but i trust u so pls can u launch in madhya pradesh small small town like a town of ashta pls it's a humble request from me
Pricing Feedback,dhasu app bas rate thode mahenge hai lekjn sab kuch milta hai wo bhi only 20 min. me
Pricing Feedback,i ordered ice cream last night and blinkit demand double amount (surge charge) of product. very worst app i don't install again this app.
Service Feedback,"the application is commendable, and the service is excellent; however, i believe some modifications to the return policy are necessary."
Feature Requests,please add order cancel option
General Feedback,europe should learn how to use of technology _ well-done indian engeneers
Promotional Requests,my experience was very good but please give me many coupons 🤗
Delivery Issues,slow delivery compare with other
App Performance,it's good but sometimes it's not working properly
Service Feedback,all ok but sometimes delivery boys are very rude if we have cash so please cancel your cash on delivery options ..tell us to pay online directly don't give cod options.
Order Issues,one of worst company i have ever deal with. could you explain me how this mistake of delivering to wrong address happened. how false information reported to me as deliveey completed.you have not verified the training effectiveness of the delivery partner
