topic,review_text
Delivery Issues,reasonable price and good quality sometime and sometime not so bad. and my humble request please deliver on time.
Delivery Issues,very very pathetic service very slow service  8pm order comes at 9:30pm
Pricing Issues,only cucumber and tomato wr the veggies not worth for this price
Complaints,"worst customer care team, never try to talk to customer care team of swiggy, always cancel the order if it is delayed, otherwise you will keep on chating a whole day."
Delivery Issues,"they should have a control on suppliers as i was expecting my order in another 10 minutes but they cancelled, now it's too late to order , i should be compensated"
Delivery Issues,this app is not good you have to prefer the zomato because i have ordered the paneer masala and i received the chole
Complaints,"not giving correct information to customer. i always select normal delivery, but still the delivery persons combine multiple orders of different people. i specifically asked not to do that, but still swiggy giving different instructions to delivery persons. this has already happened 3 times."
Compliments,swiggy insta is the best of all
Payment Issues,fraud app fr cancelling thy hve charged fully amount worst fraud app
Payment Issues,first they offer you casback and when you place an order of a certain amount to collect cashback they disabled the cashback by giving random reasons.
App Performance,useless there is no address change option after ordering.
Delivery Issues,100% cancellation without my acknowledgement
Complaints,"very worst customer service. on call for supervisor call for sometime long. ordered food from restaurant located 2 plus kilometres from my location and got it delivered in one hour, because they merged 2 ordered together"
Payment Issues,"worst experience, never received my money back not the items which i have order"
Delivery Issues,"swiggy has completely changed itself. i was using swiggy from years, but this typ i order 2 item and received only 1 item. then i complaint on this on swiggy instantly with video and photos they refused to refund me or replace. they told me to review restaurant what the money which i lost its nothing to swiggy i am not gonna buy again swiggy service are worst now"
Pricing Issues,lower price rate campere to zamato
Pricing Issues,unnecessary extra charges made 99 rs order to 139...why this 40 rs extra...i should have given 5 star if this extra charges are not there
